SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
500266,Maharashtra Scooters Ltd,Active,A,10.00,INE288A01013,,MAHSCOOTER,Equity,https://www.bseindia.com/stock-share-price/maharashtra-scooters-ltd/mahscooter/500266/,Maharashtra Scooters Ltd.,14375.82
500267,Majestic Auto Ltd-$,Active,B,10.00,INE201B01022,,MAJESAUT,Equity,https://www.bseindia.com/stock-share-price/majestic-auto-ltd/majesaut/500267/,Majestic Auto Ltd.,353.77
500268,Manali Petrochemicals Ltd,Active,B,5.00,INE201A01024,,MANALIPETC,Equity,https://www.bseindia.com/stock-share-price/manali-petrochemicals-ltd/manalipetc/500268/,Manali Petrochemicals Ltd.,1129.86
500270,Baroda Rayon Corporation Ltd,Active,X,10.00,INE461A01024,,BARODARY,Equity,https://www.bseindia.com/stock-share-price/baroda-rayon-corporation-ltd/barodary/500270/,Baroda Rayon Corpn. Ltd.,295.79
500271,Max Financial Services Ltd,Active,A,2.00,INE180A01020,,MFSL,Equity,https://www.bseindia.com/stock-share-price/max-financial-services-ltd/mfsl/500271/,Max Financial Services Limited,57779.11
500277,Mid India Industries Ltd,Active,X,10.00,INE401C01018,,MIDINDIA,Equity,https://www.bseindia.com/stock-share-price/mid-india-industries-ltd/midindia/500277/,Mid India Industries Limited,10.11
500279,Onida Electronics Ltd,Active,T,1.00,INE831A01028,,ONIDA,Equity,https://www.bseindia.com/stock-share-price/onida-electronics-ltd/onida/500279/,ONIDA ELECTRONICS LIMITED,1485.70
500280,Century Enka Ltd,Active,B,10.00,INE485A01015,,CENTENKA,Equity,https://www.bseindia.com/stock-share-price/century-enka-ltd/centenka/500280/,Century Enka Ltd.,1152.18
500282,Modern Thread India Ltd,Active,B,10.00,INE794W01014,,MODTHREAD,Equity,https://www.bseindia.com/stock-share-price/modern-thread-india-ltd/modthread/500282/,Modern Thread (India) Ltd.,149.99
500284,Lords Chloro Alkali Ltd,Active,B,10.00,INE846D01012,,LORDSCHLO,Equity,https://www.bseindia.com/stock-share-price/lords-chloro-alkali-ltd/lordschlo/500284/,Lords Chloro Alkali Ltd,378.80
500285,Spicejet Ltd,Active,A,10.00,INE285B01017,,SPICEJET,Equity,https://www.bseindia.com/stock-share-price/spicejet-ltd/spicejet/500285/,SpiceJet Limited,1927.46
500288,Morepen Laboratories Ltd,Active,A,2.00,INE083A01026,,MOREPENLAB,Equity,https://www.bseindia.com/stock-share-price/morepen-laboratories-ltd/morepenlab/500288/,Morepen Laboratories Ltd.,2716.21
500290,MRF Ltd,Active,A,10.00,INE883A01011,,MRF,Equity,https://www.bseindia.com/stock-share-price/mrf-ltd/mrf/500290/,M.R.F. Ltd.,54541.88
500292,HeidelbergCement India Ltd,Active,B,10.00,INE578A01017,,HEIDELBERG,Equity,https://www.bseindia.com/stock-share-price/heidelbergcement-india-ltd/heidelberg/500292/,HeidelbergCement  India Limited,3459.25
500294,NCC Ltd,Active,A,2.00,INE868B01028,,NCC,Equity,https://www.bseindia.com/stock-share-price/ncc-ltd/ncc/500294/,NCC Limited,9781.85
500295,Vedanta Ltd,Active,A,1.00,INE205A01025,,VEDL,Equity,https://www.bseindia.com/stock-share-price/vedanta-ltd/vedl/500295/,Vedanta Limited,117604.92
500296,Nahar Spinning Mills Ltd,Active,T,5.00,INE290A01027,,NAHARSPING,Equity,https://www.bseindia.com/stock-share-price/nahar-spinning-mills-ltd/naharsping/500296/,Nahar Spinning Mills Ltd.,925.08
500298,Naperol Investments Ltd,Active,X,10.00,INE585A01020,,NAPEROL,Equity,https://www.bseindia.com/stock-share-price/naperol-investments-ltd/naperol/500298/,Naperol Investments Limited,359.33
500300,Grasim Industries Ltd,Active,A,2.00,INE047A01021,,GRASIM,Equity,https://www.bseindia.com/stock-share-price/grasim-industries-ltd/grasim/500300/,Grasim Industries Ltd,214732.76
500304,NIIT Ltd,Active,B,2.00,INE161A01038,,NIITLTD,Equity,https://www.bseindia.com/stock-share-price/niit-ltd/niitltd/500304/,NIIT Ltd.,1296.09
500306,Jaykay Enterprises Ltd,Active,B,1.00,INE903A01025,,JAYKAY,Equity,https://www.bseindia.com/stock-share-price/jaykay-enterprises-ltd/jaykay/500306/,Jaykay Enterprises Limited,2400.54
500307,Nirlon Ltd,Active,B,10.00,INE910A01012,,NIRLON,Equity,https://www.bseindia.com/stock-share-price/nirlon-ltd/nirlon/500307/,Nirlon Limited,5576.95
500312,Oil and Natural Gas Corporation Ltd,Active,A,5.00,INE213A01029,,ONGC,Equity,https://www.bseindia.com/stock-share-price/oil-and-natural-gas-corporation-ltd/ongc/500312/,Oil And Natural Gas Corporation Ltd,309726.47
500313,Oil Country Tubular Ltd,Active,T,10.00,INE591A01010,,OILCOUNTUB,Equity,https://www.bseindia.com/stock-share-price/oil-country-tubular-ltd/oilcountub/500313/,Oil Country Tubular Ltd.,294.42
500314,Oriental Hotels Ltd,Active,B,1.00,INE750A01020,,ORIENTHOT,Equity,https://www.bseindia.com/stock-share-price/oriental-hotels-ltd/orienthot/500314/,Oriental Hotels Ltd.,2165.34
500317,Oswal Agro Mills Ltd,Active,T,10.00,INE142A01012,,OSWALAGRO,Equity,https://www.bseindia.com/stock-share-price/oswal-agro-mills-ltd/oswalagro/500317/,Oswal Agro Mills Ltd.,579.22
500319,Indian Sucrose Ltd,Active,X,10.00,INE557C01017,,INDSUCR,Equity,https://www.bseindia.com/stock-share-price/indian-sucrose-ltd/indsucr/500319/,Indian Sucrose Ltd.,135.94
500322,Panyam Cements & Mineral Industries Ltd,Active,XT,10.00,INE167E01037,,PANCM,Equity,https://www.bseindia.com/stock-share-price/panyam-cements--mineral-industries-ltd/pancm/500322/,Panyam Cements & Mineral Inds. Ltd.,76.80
500325,Reliance Industries Ltd,Active,A,10.00,INE002A01018,,RELIANCE,Equity,https://www.bseindia.com/stock-share-price/reliance-industries-ltd/reliance/500325/,Reliance Industries Ltd,1771882.96
500327,Pil Italica Lifestyle Ltd,Active,T,1.00,INE600A01035,,PILITA,Equity,https://www.bseindia.com/stock-share-price/pil-italica-lifestyle-ltd/pilita/500327/,Pil Italica Lifestyle Limited,188.47
500330,Raymond Ltd,Active,A,10.00,INE301A01014,,RAYMOND,Equity,https://www.bseindia.com/stock-share-price/raymond-ltd/raymond/500330/,Raymond Limited,3899.56
500331,Pidilite Industries Ltd,Active,A,1.00,INE318A01026,,PIDILITIND,Equity,https://www.bseindia.com/stock-share-price/pidilite-industries-ltd/pidilitind/500331/,Pidilite Industries Ltd.,160757.62
500333,Pix Transmissions Ltd,Active,B,10.00,INE751B01018,,PIXTRANS,Equity,https://www.bseindia.com/stock-share-price/pix-transmissions-ltd/pixtrans/500333/,Pix Transmissions Ltd.,2234.94
500335,Birla Corporation Ltd,Active,A,10.00,INE340A01012,,BIRLACORPN,Equity,https://www.bseindia.com/stock-share-price/birla-corporation-ltd/birlacorpn/500335/,Birla Corporation Ltd.,7841.45
500336,Surya Roshni Ltd,Active,A,5.00,INE335A01020,,SURYAROSNI,Equity,https://www.bseindia.com/stock-share-price/surya-roshni-ltd/suryarosni/500336/,Surya Roshni Ltd.,5797.82
500337,Prime Securities Ltd,Active,B,5.00,INE032B01021,,PRIMESECU,Equity,https://www.bseindia.com/stock-share-price/prime-securities-ltd/primesecu/500337/,Prime Securities Ltd.,1005.82
500338,Prism Johnson Ltd,Active,B,10.00,INE010A01011,,PRSMJOHNSN,Equity,https://www.bseindia.com/stock-share-price/prism-johnson-ltd/prsmjohnsn/500338/,PRISM JOHNSON LIMITED.,6007.56
500339,Rain Industries Ltd,Active,A,2.00,INE855B01025,,RAIN,Equity,https://www.bseindia.com/stock-share-price/rain-industries-ltd/rain/500339/,Rain Industries Limited,6410.75
500342,Prudential Sugar Corporation Ltd,Active,T,10.00,INE024D01016,,PRUDMOULI,Equity,https://www.bseindia.com/stock-share-price/prudential-sugar-corporation-ltd/prudmouli/500342/,Prudential Sugar Corporation Ltd,50.86
500343,AMJ Land Holdings Ltd,Active,B,2.00,INE606A01024,,AMJLAND,Equity,https://www.bseindia.com/stock-share-price/amj-land-holdings-ltd/amjland/500343/,AMJ LAND HOLDINGS LIMITED,160.60
500346,Punjab Communications Ltd-$,Active,B,10.00,INE609A01010,,PUNJCOMMU,Equity,https://www.bseindia.com/stock-share-price/punjab-communications-ltd/punjcommu/500346/,Punjab Communications Limited,55.89
500350,RSWM Ltd,Active,T,10.00,INE611A01016,,RSWM,Equity,https://www.bseindia.com/stock-share-price/rswm-ltd/rswm/500350/,RSWM Limited,907.65
500354,Rajshree Sugars & Chemicals Ltd,Active,B,10.00,INE562B01019,,RAJSREESUG,Equity,https://www.bseindia.com/stock-share-price/rajshree-sugars--chemicals-ltd/rajsreesug/500354/,Rajshree Sugars & Chemicals Ltd.,112.46
500355,Rallis India Ltd,Active,A,1.00,INE613A01020,,RALLIS,Equity,https://www.bseindia.com/stock-share-price/rallis-india-ltd/rallis/500355/,Rallis India Ltd,4470.84
500356,Shree Rama Newsprint Ltd,Active,B,10.00,INE278B01020,,RAMANEWS,Equity,https://www.bseindia.com/stock-share-price/shree-rama-newsprint-ltd/ramanews/500356/,Shree Rama Newsprint Limited,430.62
500357,Rama Paper Mills Ltd,Active,Z,10.00,INE425E01013,,RAMAPPR-B,Equity,https://www.bseindia.com/stock-share-price/rama-paper-mills-ltd/ramappr-b/500357/,Rama Paper Mills Limited,14.59
500360,Rapicut Carbides Ltd,Active,X,10.00,INE350D01015,,RAPICUT,Equity,https://www.bseindia.com/stock-share-price/rapicut-carbides-ltd/rapicut/500360/,Rapicut Carbides Ltd.,102.13
500365,Welspun Specialty Solutions Ltd,Active,B,6.00,INE731F01037,,WELSPLSOL,Equity,https://www.bseindia.com/stock-share-price/welspun-specialty-solutions-ltd/welsplsol/500365/,WELSPUN SPECIALTY SOLUTIONS LIMITED,3849.77
500367,Rubfila International Ltd,Active,B,5.00,INE642C01025,,RUBFILA,Equity,https://www.bseindia.com/stock-share-price/rubfila-international-ltd/rubfila/500367/,Rubfila International Ltd.,389.37
500368,Patanjali Foods Ltd,Active,A,2.00,INE619A01035,,PATANJALI,Equity,https://www.bseindia.com/stock-share-price/patanjali-foods-ltd/patanjali/500368/,Patanjali Foods Limited,45912.74
500370,Salora International Ltd,Active,X,10.00,INE924A01013,,SALORAINTL,Equity,https://www.bseindia.com/stock-share-price/salora-international-ltd/saloraintl/500370/,Salora International Limited,25.88
500371,Samtel India Ltd-$,Active,XT,10.00,INE538C01017,,SAMTELIN,Equity,https://www.bseindia.com/stock-share-price/samtel-india-ltd/samtelin/500371/,Samtel (India) Ltd.,42.52
500378,Jindal Saw Ltd,Active,A,1.00,INE324A01032,,JINDALSAW,Equity,https://www.bseindia.com/stock-share-price/jindal-saw-ltd/jindalsaw/500378/,Jindal Saw Ltd.,16684.77
500380,JK Lakshmi Cement Ltd,Active,A,5.00,INE786A01032,,JKLAKSHMI,Equity,https://www.bseindia.com/stock-share-price/jk-lakshmi-cement-ltd/jklakshmi/500380/,JK Lakshmi Cement Limited,7485.91
500387,Shree Cement Ltd,Active,A,10.00,INE070A01015,,SHREECEM,Equity,https://www.bseindia.com/stock-share-price/shree-cement-ltd/shreecem/500387/,Shree Cements Ltd.,90362.79
500388,Shree Krishna Paper Mills & Industries Ltd,Active,X,10.00,INE970C01012,,SKPMIL,Equity,https://www.bseindia.com/stock-share-price/shree-krishna-paper-mills--industries-ltd/skpmil/500388/,Shree Krishna Paper Mills & Industr,137.91
500400,Tata Power Company Ltd,Active,A,1.00,INE245A01021,,TATAPOWER,Equity,https://www.bseindia.com/stock-share-price/tata-power-company-ltd/tatapower/500400/,Tata Power Co. Ltd,128484.60
500402,SPML Infra Ltd,Active,B,2.00,INE937A01023,,SPMLINFRA,Equity,https://www.bseindia.com/stock-share-price/spml-infra-ltd/spmlinfra/500402/,SPML Infra Limited,1579.88
500403,Sundram Fasteners Ltd,Active,A,1.00,INE387A01021,,SUNDRMFAST,Equity,https://www.bseindia.com/stock-share-price/sundram-fasteners-ltd/sundrmfast/500403/,Sundram Fasteners Ltd.,18455.57
500404,Sunflag Iron & Steel Company Ltd,Active,B,10.00,INE947A01014,,SUNFLAG,Equity,https://www.bseindia.com/stock-share-price/sunflag-iron--steel-company-ltd/sunflag/500404/,Sunflag Iron & Steel Co. Ltd.,6453.66
500405,Supreme Petrochem Ltd,Active,A,2.00,INE663A01033,,SPLPETRO,Equity,https://www.bseindia.com/stock-share-price/supreme-petrochem-ltd/splpetro/500405/,Supreme Petrochem Ltd.,14120.02
500407,Swaraj Engines Ltd,Active,B,10.00,INE277A01016,,SWARAJENG,Equity,https://www.bseindia.com/stock-share-price/swaraj-engines-ltd/swarajeng/500407/,Swaraj Engines Ltd.,4780.18
500408,Tata Elxsi Ltd,Active,A,10.00,INE670A01012,,TATAELXSI,Equity,https://www.bseindia.com/stock-share-price/tata-elxsi-ltd/tataelxsi/500408/,Tata Elxsi Ltd,25315.03
500410,ACC Ltd,Active,A,10.00,INE012A01025,,ACC,Equity,https://www.bseindia.com/stock-share-price/acc-ltd/acc/500410/,ACC Ltd,25248.00
500411,Thermax Ltd,Active,A,2.00,INE152A01029,,THERMAX,Equity,https://www.bseindia.com/stock-share-price/thermax-ltd/thermax/500411/,Thermax Ltd.,56083.89
500412,Thirumalai Chemicals Ltd,Active,B,1.00,INE338A01024,,TIRUMALCHM,Equity,https://www.bseindia.com/stock-share-price/thirumalai-chemicals-ltd/tirumalchm/500412/,Thirumalai Chemicals Ltd.,2015.04
500413,Thomas Cook (India) Ltd,Active,A,1.00,INE332A01027,,THOMASCOOK,Equity,https://www.bseindia.com/stock-share-price/thomas-cook-(india)-ltd/thomascook/500413/,Thomas Cook (India) Ltd.,5254.15
500414,Timex Group India Ltd-$,Active,B,1.00,INE064A01026,,TIMEX,Equity,https://www.bseindia.com/stock-share-price/timex-group-india-ltd/timex/500414/,Timex Group India Ltd,5233.25
500418,Tokyo Plast International Ltd,Active,T,10.00,INE932C01012,,TOKYOPLAST,Equity,https://www.bseindia.com/stock-share-price/tokyo-plast-international-ltd/tokyoplast/500418/,Tokyo Plast International Ltd.,82.65
500420,Torrent Pharmaceuticals Ltd,Active,A,5.00,INE685A01028,,TORNTPHARM,Equity,https://www.bseindia.com/stock-share-price/torrent-pharmaceuticals-ltd/torntpharm/500420/,Torrent Pharmaceuticals Ltd.,149813.62
500421,TPI India Ltd,Active,X,1.00,INE578C01021,,TPINDIA,Equity,https://www.bseindia.com/stock-share-price/tpi-india-ltd/tpindia/500421/,TPI India Ltd.,65.52
500422,Transchem Ltd-$,Active,XT,10.00,INE019B01010,,TRANSCHEM,Equity,https://www.bseindia.com/stock-share-price/transchem-ltd/transchem/500422/,Transchem Limited.,391.37
500425,Ambuja Cements Ltd,Active,A,2.00,INE079A01024,,AMBUJACEM,Equity,https://www.bseindia.com/stock-share-price/ambuja-cements-ltd/ambujacem/500425/,Ambuja Cements Ltd.,104817.67
500426,UTL Industries Ltd,Active,X,1.00,INE184E01024,,UTLINDS,Equity,https://www.bseindia.com/stock-share-price/utl-industries-ltd/utlinds/500426/,UTL Industries Limited,5.73
500429,Uniphos Enterprises Ltd,Active,B,2.00,INE037A01022,,UNIENTER,Equity,https://www.bseindia.com/stock-share-price/uniphos-enterprises-ltd/unienter/500429/,Uniphos Enterprises Limited.,755.96
500439,Vardhman Holdings Ltd,Active,B,10.00,INE701A01023,,VHL,Equity,https://www.bseindia.com/stock-share-price/vardhman-holdings-ltd/vhl/500439/,Vardhman Holdings Limited,1174.45
500440,Hindalco Industries Ltd,Active,A,1.00,INE038A01020,,HINDALCO,Equity,https://www.bseindia.com/stock-share-price/hindalco-industries-ltd/hindalco/500440/,Hindalco Industries Ltd.,226801.34
500444,West Coast Paper Mills Ltd,Active,B,2.00,INE976A01021,,WSTCSTPAPR,Equity,https://www.bseindia.com/stock-share-price/west-coast-paper-mills-ltd/wstcstpapr/500444/,West Coast Paper Mills Limited,3383.69
500449,Hindustan Organic Chemicals Ltd,Active,T,10.00,INE048A01011,,HOCL,Equity,https://www.bseindia.com/stock-share-price/hindustan-organic-chemicals-ltd/hocl/500449/,Hindustan Organic Chemicals Ltd.,264.06
500450,MPIL Corporation Ltd,Active,XT,10.00,INE844C01027,,MPILCORPL,Equity,https://www.bseindia.com/stock-share-price/mpil-corporation-ltd/mpilcorpl/500450/,MPIL CORPORATION LIMITED,32.65
500456,Pasupati Acrylon Ltd,Active,T,10.00,INE818B01023,,PASUPTAC,Equity,https://www.bseindia.com/stock-share-price/pasupati-acrylon-ltd/pasuptac/500456/,Pasupati Acrylon Ltd.,616.44
500458,Team24 Consumer Products Ltd,Active,X,10.00,INE601A01017,,TEAM24,Equity,https://www.bseindia.com/stock-share-price/team24-consumer-products-ltd/team24/500458/,TEAM24 CONSUMER PRODUCTS LIMITED,74.72
500459,Procter & Gamble Hygiene and Health Care Ltd,Active,A,10.00,INE179A01014,,PGHH,Equity,https://www.bseindia.com/stock-share-price/procter--gamble-hygiene-and-health-care-ltd/pghh/500459/,Procter & Gamble Hygiene & Health Care Ltd.,30090.45
500460,Mukand Ltd,Active,B,10.00,INE304A01026,,MUKANDLTD,Equity,https://www.bseindia.com/stock-share-price/mukand-ltd/mukandltd/500460/,Mukand Ltd.,1970.20
500463,Black Box Ltd,Active,A,2.00,INE676A01027,,BBOX,Equity,https://www.bseindia.com/stock-share-price/black-box-ltd/bbox/500463/,BLACK BOX LIMITED,18165.73
500464,Ucal  Ltd,Active,B,10.00,INE139B01016,,UCAL,Equity,https://www.bseindia.com/stock-share-price/ucal--ltd/ucal/500464/,UCAL LIMITED,234.45
500467,Harrisons Malayalam Ltd,Active,B,10.00,INE544A01019,,HARRMALAYA,Equity,https://www.bseindia.com/stock-share-price/harrisons-malayalam-ltd/harrmalaya/500467/,Harrisons Malayalam Ltd.,388.12
500469,Federal Bank Ltd,Active,A,2.00,INE171A01029,,FEDERALBNK,Equity,https://www.bseindia.com/stock-share-price/federal-bank-ltd/federalbnk/500469/,Federal Bank Ltd.,79872.10
500470,Tata Steel Ltd,Active,A,1.00,INE081A01020,,TATASTEEL,Equity,https://www.bseindia.com/stock-share-price/tata-steel-ltd/tatasteel/500470/,TATA STEEL LIMITED,248295.67
500472,SKF India Ltd,Active,A,10.00,INE640A01023,,SKFINDIA,Equity,https://www.bseindia.com/stock-share-price/skf-india-ltd/skfindia/500472/,SKF India Ltd.,8116.48
500477,Ashok Leyland Ltd,Active,A,1.00,INE208A01029,,ASHOKLEY,Equity,https://www.bseindia.com/stock-share-price/ashok-leyland-ltd/ashokley/500477/,Ashok Leyland Ltd.,92043.30
500480,Cummins India Ltd,Active,A,2.00,INE298A01020,,CUMMINSIND,Equity,https://www.bseindia.com/stock-share-price/cummins-india-ltd/cumminsind/500480/,Cummins India Ltd.,162435.04
500483,Tata Communications Ltd,Active,A,10.00,INE151A01013,,TATACOMM,Equity,https://www.bseindia.com/stock-share-price/tata-communications-ltd/tatacomm/500483/,Tata Communications Limited,56746.35
500488,Abbott India Ltd,Active,A,10.00,INE358A01014,,ABBOTINDIA,Equity,https://www.bseindia.com/stock-share-price/abbott-india-ltd/abbotindia/500488/,Abbott India Ltd.,55717.37
500490,Bajaj Holdings & Investment Ltd,Active,A,10.00,INE118A01012,,BAJAJHLDNG,Equity,https://www.bseindia.com/stock-share-price/bajaj-holdings--investment-ltd/bajajhldng/500490/,Bajaj Holdings & Investment Limited,118868.70
500493,Bharat Forge Ltd,Active,A,2.00,INE465A01025,,BHARATFORG,Equity,https://www.bseindia.com/stock-share-price/bharat-forge-ltd/bharatforg/500493/,Bharat Forge Ltd,97651.99
500495,Escorts Kubota Ltd,Active,A,10.00,INE042A01014,,ESCORTS,Equity,https://www.bseindia.com/stock-share-price/escorts-kubota-ltd/escorts/500495/,Escorts Kubota Limited,31644.06
500500,Hindustan Motors Ltd,Active,XT,5.00,INE253A01025,,HINDMOTORS,Equity,https://www.bseindia.com/stock-share-price/hindustan-motors-ltd/hindmotors/500500/,Hindustan Motors Ltd.,355.56
500510,Larsen & Toubro Ltd,Active,A,2.00,INE018A01030,,LT,Equity,https://www.bseindia.com/stock-share-price/larsen--toubro-ltd/lt/500510/,Larsen & Toubro Limited,579126.95
500520,Mahindra & Mahindra Ltd,Active,A,5.00,INE101A01026,,M&M,Equity,https://www.bseindia.com/stock-share-price/mahindra--mahindra-ltd/mm/500520/,Mahindra & Mahindra Ltd.,382347.81
500530,Bosch Ltd,Active,A,10.00,INE323A01026,,BOSCHLTD,Equity,https://www.bseindia.com/stock-share-price/bosch-ltd/boschltd/500530/,Bosch Ltd,118637.43
500540,Premier Ltd,Active,T,10.00,INE342A01018,,PREMIER,Equity,https://www.bseindia.com/stock-share-price/premier-ltd/premier/500540/,Premier Limited,9.11
500547,Bharat Petroleum Corporation Ltd,Active,A,10.00,INE029A01011,,BPCL,Equity,https://www.bseindia.com/stock-share-price/bharat-petroleum-corporation-ltd/bpcl/500547/,Bharat Petroleum Corpn. Ltd.,132930.70
500550,Siemens Ltd,Active,A,2.00,INE003A01024,,SIEMENS,Equity,https://www.bseindia.com/stock-share-price/siemens-ltd/siemens/500550/,Siemens Ltd.,134018.83
500570,Tata Motors Passenger Vehicles Ltd,Active,A,2.00,INE155A01022,,TMPV,Equity,https://www.bseindia.com/stock-share-price/tata-motors-passenger-vehicles-ltd/tmpv/500570/,TATA MOTORS PASSENGER VEHICLES LIMITED,132383.56
500575,Voltas Ltd,Active,A,1.00,INE226A01021,,VOLTAS,Equity,https://www.bseindia.com/stock-share-price/voltas-ltd/voltas/500575/,Voltas Ltd.,44404.73
500620,Great Eastern Shipping Company Ltd,Active,A,10.00,INE017A01032,,GESHIP,Equity,https://www.bseindia.com/stock-share-price/great-eastern-shipping-company-ltd/geship/500620/,Great Eastern Shipping Co. Ltd.,21131.58
500645,Deepak Fertilisers & Petrochemicals Corporation Ltd,Active,A,10.00,INE501A01019,,DEEPAKFERT,Equity,https://www.bseindia.com/stock-share-price/deepak-fertilisers--petrochemicals-corporation-ltd/deepakfert/500645/,Deepak Fertilizers &Petrochemicals,19701.31
